id_servico,id_cliente,tipo_servico,subtipo,descricao_detalhada,unidade_medida,quantidade,valor_unitario_aplicado,valor_total,data_execucao,status
202,286,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para corredor, imóvel residencial.",metro quadrado,62.49,22.0,1374.78,2025-01-29,concluído
203,97,Moldura de Gesso,20cm,"Moldura de Gesso - quarto principal, conforme orçamento aprovado.",metro linear,34.7,21.7,752.99,2025-01-11,concluído
204,74,Sanca,,"Sanca - escritório, conforme orçamento aprovado.",metro linear,17.61,,,2026-01-29,Concluido
205,120,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,71.89,95.0,6829.55,2025-12-31,concluído
206,249,Forro Drywall,,"Forro Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,45.42,95.0,4314.9,2024-05-05,concluído
207,14,Sanca,,"Serviço de sanca solicitado para sala comercial, imóvel industrial.",metro linear,38.97,95.0,3702.15,2024-06-05,concluído
208,252,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para quarto principal, imóvel residencial.",m2,44.89,21.67,972.77,2024-01-19,CONCLUÍDO
209,19,Forro Drywall,,Execução de forro drywall em recepção da loja.,metro quadrado,6.66,87.95,585.75,2025-12-24,concluído
210,284,Gesso Liso,Parede Rebocada,"Gesso Liso - área externa, conforme orçamento aprovado.",metro quadrado,59.52,20.0,1190.4,2026-05-24,concluído
211,146,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel residencial.",metro linear,14.86,15.0,222.9,2026-05-07,concluído
212,180,Forro Drywall,,Execução de forro drywall em fachada comercial.,metro quadrado,8.57,95.0,814.15,15/11/2024,concluído
213,236,Forro Drywall,,"Serviço de forro drywall solicitado para galpão industrial, imóvel residencial.",metro quadrado,57.28,95.0,5441.6,2025-03-07,concluído
214,251,Sanca,,"Serviço de sanca solicitado para fachada comercial, imóvel residencial.",metro linear,6.7,95.0,636.5,2025-05-29,concluído
215,39,Gesso Liso,Parede Pintada,Execução de gesso liso em área externa.,metro quadrado,72.07,22.0,1585.54,2024-02-18,concluído
216,304,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para sala comercial, imóvel industrial.",metro quadrado,31.28,29.06,909.0,2024-08-02,concluído
217,213,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,36.59,95.0,3476.05,2026-02-20,concluído
218,240,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para sala comercial, imóvel residencial.",metro quadrado,25.7,23.39,601.12,2026-07-17,concluído
219,154,Divisória Drywall,,"Divisória Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,72.37,140.11,10139.76,2025-10-11,concluído
220,77,Divisória Drywall,,Execução de divisória drywall em escritório.,metro quadrado,19.55,125.59,2455.28,2025-07-27,CONCLUÍDO
221,143,Moldura de Gesso,10cm,Execução de moldura de gesso em galpão industrial.,metro linear,27.37,16.36,447.77,2025-05-12,concluído
222,187,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,58.41,95.0,5548.95,2026-05-09,concluído
223,269,Gesso Liso,Parede de Tijolo,"Gesso Liso - recepção da loja, conforme orçamento aprovado.",metro quadrado,24.4,30.0,732.0,2024-05-05,concluído
224,74,Forro Drywall,,Execução de forro drywall em galpão industrial.,metro quadrado,12.65,95.0,1201.75,2025-02-22,concluído
225,127,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,82.03,,,2025-01-06,concluído
226,123,Gesso 3D,,"Serviço de gesso 3d solicitado para escritório, imóvel industrial.",metro quadrado,24.49,180.0,4408.2,18/12/2025,concluído
227,131,Boiserie,,"Serviço de boiserie solicitado para recepção da loja, imóvel industrial.",metro linear,14.13,138.65,1959.12,2026-05-30,Concluido
228,252,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para fachada comercial, imóvel residencial.",metro linear,20.43,17.5,357.52,2026-06-16,Concluido
229,281,Moldura de Gesso,7cm,Execução de moldura de gesso em cozinha.,metro linear,30.3,12.0,363.6,2024-02-23,concluído
230,43,Forro Drywall,,"Serviço de forro drywall solicitado para recepção da loja, imóvel industrial.",metro quadrado,12.98,95.0,1233.1,2026-02-25,concluído
231,69,Moldura de Gesso,20cm,"Moldura de Gesso - recepção da loja, conforme orçamento aprovado.",metro linear,12.65,21.0,265.65,2024-07-22,concluído
232,286,Gesso 3D,,"Serviço de gesso 3d solicitado para área externa, imóvel residencial.",metro quadrado,56.42,196.84,11105.71,2024-07-22,concluído
233,88,Boiserie,,"Boiserie - corredor, conforme orçamento aprovado.",metro linear,38.05,150.0,5707.5,2025-03-21,concluído
234,137,Gesso 3D,,"Serviço de gesso 3d solicitado para escritório, imóvel residencial.",metro quadrado,27.32,180.0,4917.6,2026-05-26,concluído
235,135,sanca,,"Sanca - cozinha, conforme orçamento aprovado.",metro linear,11.71,95.0,1112.45,2025-08-19,concluído
236,197,Divisória Drywall,,"Divisória Drywall - corredor, conforme orçamento aprovado.",metro quadrado,61.38,130.0,7979.4,2024-04-07,concluído
237,307,Boiserie,,"Boiserie - galpão industrial, conforme orçamento aprovado.",metro linear,29.25,150.0,4387.5,2025-05-31,concluído
238,87,Divisória Drywall,,Execução de divisória drywall em galpão industrial.,metro quadrado,44.8,114.79,5142.59,2024-11-20,concluído
239,144,Boiserie,,Execução de boiserie em sala comercial.,metro linear,30.67,150.0,4600.5,2026-06-16,concluído
240,78,Boiserie,,Execução de boiserie em sala de estar.,metro linear,23.56,150.0,3534.0,2025-03-26,concluído
241,254,Forro Drywall,,Execução de forro drywall em cozinha.,metro quadrado,7.3,95.0,693.5,2025-05-11,concluído
242,87,Divisória Drywall,,Execução de divisória drywall em sala comercial.,metro quadrado,64.74,130.0,8416.2,2025-11-10,concluído
243,256,Sanca,,Execução de sanca em quarto principal.,metro linear,28.05,95.0,2664.75,2025-11-28,CONCLUÍDO
244,338,Forro Drywall,,"Forro Drywall - corredor, conforme orçamento aprovado.",metro quadrado,42.87,95.0,4072.65,2025-11-04,concluído
245,292,Gesso 3D,,"Serviço de gesso 3d solicitado para recepção da loja, imóvel residencial.",metro quadrado,14.47,165.73,2398.11,2026-03-28,concluído
246,205,Boiserie,,"Serviço de boiserie solicitado para cozinha, imóvel residencial.",metro linear,6.3,150.0,945.0,2026-03-09,concluído
247,159,Moldura de Gesso,7cm,"Moldura de Gesso - recepção da loja, conforme orçamento aprovado.",metro linear,36.44,12.0,437.28,2024-04-08,concluído
248,217,Sanca,,"Sanca - escritório, conforme orçamento aprovado.",metro linear,33.01,95.0,3135.95,2025-03-12,concluído
249,323,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para cozinha, imóvel residencial.",metro quadrado,56.43,20.0,1128.6,2024-03-22,Concluido
250,152,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para área externa, imóvel industrial.",metro quadrado,50.05,19.57,979.48,2025-06-06,concluído
251,258,Sanca,,"Sanca - fachada comercial, conforme orçamento aprovado.",metro linear,3.6,95.0,342.0,2026-03-16,concluído
252,320,Gesso Liso,Parede Pintada,Execução de gesso liso em quarto principal.,metro quadrado,69.43,23.16,1608.0,04/08/2024,concluído
253,88,Sanca,,"Sanca - área externa, conforme orçamento aprovado.",metro linear,27.26,95.0,2589.7,2025-11-04,CONCLUÍDO
254,203,Gesso Liso,Parede Pintada,"Gesso Liso - sala de estar, conforme orçamento aprovado.",m2,69.18,22.0,1521.96,2024-07-14,concluído
255,321,divisória drywall,,"Divisória Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,73.51,130.0,9556.3,2026-02-27,concluído
256,242,Boiserie,,"Boiserie - sala de estar, conforme orçamento aprovado.",metro linear,3.73,150.0,559.5,2024-10-28,concluído
257,254,Forro Drywall,,"Serviço de forro drywall solicitado para área externa, imóvel industrial.",metro quadrado,63.7,95.0,6051.5,2024-10-24,concluído
258,10,Sanca,,"Serviço de sanca solicitado para área externa, imóvel industrial.",metro linear,18.61,95.0,1767.95,2026-07-03,concluído
259,83,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,27.33,95.0,2596.35,2024-08-25,concluído
260,151,Sanca,,"Serviço de sanca solicitado para cozinha, imóvel residencial.",metro linear,29.75,95.0,2826.25,2026-08-21,concluído
261,248,Sanca,,Execução de sanca em escritório.,metro linear,7.78,95.0,739.1,2024-04-13,concluído
262,134,Forro Drywall,,Execução de forro drywall em escritório.,metro quadrado,32.92,101.99,3357.51,2024-02-02,concluído
263,182,Boiserie,,"Serviço de boiserie solicitado para quarto principal, imóvel residencial.",metro linear,31.47,150.0,4720.5,2026-07-06,concluído
264,57,Boiserie,,Execução de boiserie em quarto principal.,metro linear,39.06,150.0,5859.0,2026-05-28,Concluido
265,81,Gesso 3D,,Execução de gesso 3d em cozinha.,metro quadrado,63.0,175.43,11052.09,2026-06-10,concluído
266,4,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,23.87,95.0,2267.65,2025-06-01,concluído
267,272,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel industrial.",metro linear,18.6,11.44,212.78,2025-02-23,Concluido
268,265,Sanca,,Execução de sanca em cozinha.,metro linear,37.91,95.0,3601.45,2026-03-01,concluído
269,339,Boiserie,,Execução de boiserie em galpão industrial.,metro linear,35.41,150.0,5311.5,2026-06-26,concluído
270,313,Moldura de Gesso,20cm,"Moldura de Gesso - corredor, conforme orçamento aprovado.",metro linear,37.06,20.0,741.2,2024-07-29,Concluido
271,155,Divisória Drywall,,"Divisória Drywall - fachada comercial, conforme orçamento aprovado.",metro quadrado,10.83,130.0,1407.9,2026-01-06,concluído
272,326,Gesso Liso,Parede Rebocada,Execução de gesso liso em sala comercial.,metro quadrado,16.96,19.96,338.52,2024-09-04,concluído
273,260,divisória drywall,,"Divisória Drywall - galpão industrial, conforme orçamento aprovado.",metro quadrado,32.71,130.0,4252.3,2024-05-07,concluído
274,322,Gesso Liso,Parede de Tijolo,"Gesso Liso - cozinha, conforme orçamento aprovado.",metro quadrado,57.91,30.0,1737.3,2024-11-02,concluído
275,265,Sanca,,Execução de sanca em quarto principal.,metro linear,24.55,95.0,2332.25,2024-04-10,concluído
276,190,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,58.82,95.0,5587.9,2026-03-08,concluído
277,214,Gesso Liso,Parede Rebocada,Execução de gesso liso em sala comercial.,metro quadrado,70.73,20.0,1414.6,2025-12-29,concluído
278,81,Sanca,,Execução de sanca em fachada comercial.,metro linear,37.93,,,2025-09-08,Concluido
279,192,Forro Drywall,,"Forro Drywall - fachada comercial, conforme orçamento aprovado.",metro quadrado,28.56,84.13,2402.75,2025-08-26,concluído
280,179,Sanca,,"Sanca - corredor, conforme orçamento aprovado.",metro linear,5.5,95.0,522.5,2024-11-13,concluído
281,326,Sanca,,Execução de sanca em área externa.,metro linear,20.05,95.0,1904.75,2026-06-06,concluído
282,24,Forro Drywall,,Execução de forro drywall em fachada comercial.,m2,81.6,96.09,7840.94,2026-06-05,concluído
283,317,Sanca,,"Sanca - quarto principal, conforme orçamento aprovado.",metro linear,23.05,,,2025-06-18,concluído
284,106,Sanca,,Execução de sanca em corredor.,metro linear,12.08,91.3,1102.9,2026-04-06,concluído
285,13,Divisória Drywall,,Execução de divisória drywall em cozinha.,metro quadrado,73.63,130.0,9571.9,2024-04-27,CONCLUÍDO
286,87,Boiserie,,"Serviço de boiserie solicitado para recepção da loja, imóvel industrial.",metro linear,5.18,150.0,777.0,2025-12-31,concluído
287,62,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para quarto principal, imóvel residencial.",metro linear,4.92,17.0,83.64,2024-08-30,concluído
288,248,Forro Drywall,,Execução de forro drywall em sala comercial.,metro quadrado,6.34,81.19,514.74,2025-07-21,CONCLUÍDO
289,43,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,72.55,84.13,6103.63,2025-07-07,CONCLUÍDO
290,238,Sanca,,"Sanca - área externa, conforme orçamento aprovado.",metro linear,38.56,95.0,3663.2,2024-06-20,concluído
291,324,Forro Drywall,,Execução de forro drywall em recepção da loja.,metro quadrado,21.23,95.0,2016.85,2024-06-14,concluído
292,222,Boiserie,,"Boiserie - corredor, conforme orçamento aprovado.",metro linear,10.8,160.65,1735.02,2026-08-26,concluído
293,236,Forro Drywall,,"Forro Drywall - cozinha, conforme orçamento aprovado.",metro quadrado,81.68,83.93,6855.4,2026-08-02,concluído
294,276,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para quarto principal, imóvel residencial.",metro linear,6.0,15.0,90.0,2025-07-05,concluído
295,91,Forro Drywall,,"Serviço de forro drywall solicitado para escritório, imóvel residencial.",metro quadrado,71.97,,,2024-05-07,concluído
296,99,Moldura de Gesso,7cm,"Moldura de Gesso - sala de estar, conforme orçamento aprovado.",metro linear,6.33,12.0,75.96,2026-01-05,concluído
297,101,Divisória Drywall,,"Divisória Drywall - área externa, conforme orçamento aprovado.",metro quadrado,83.73,130.0,10884.9,2024-10-11,concluído
298,66,Sanca,,Execução de sanca em escritório.,metro linear,30.6,,,2026-05-26,concluído
299,273,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para galpão industrial, imóvel residencial.",metro quadrado,53.77,18.71,1006.04,2025-03-13,concluído
300,239,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para corredor, imóvel residencial.",metro quadrado,44.14,22.0,971.08,2026-01-08,concluído
301,293,Sanca,,Execução de sanca em cozinha.,metro linear,32.88,95.0,3123.6,2025-12-07,concluído
302,246,Sanca,,"Serviço de sanca solicitado para galpão industrial, imóvel industrial.",metro linear,18.98,102.96,1954.18,2026-05-10,concluído
303,38,Divisória Drywall,,"Divisória Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,66.84,130.82,8744.01,2025-08-15,concluído
304,227,Sanca,,"Sanca - recepção da loja, conforme orçamento aprovado.",metro linear,5.03,95.0,477.85,2024-04-14,concluído
305,307,Divisória Drywall,,"Divisória Drywall - galpão industrial, conforme orçamento aprovado.",metro quadrado,67.79,130.0,8812.7,2025-04-20,concluído
306,169,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,51.61,95.0,4902.95,2025-12-31,concluído
307,318,Forro Drywall,,"Forro Drywall - galpão industrial, conforme orçamento aprovado.",metro quadrado,40.01,82.19,3288.42,2024-11-15,concluído
308,159,Divisória Drywall,,"Divisória Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,52.87,,,2025-06-14,concluído
309,101,Forro Drywall,,"Serviço de forro drywall solicitado para corredor, imóvel residencial.",metro quadrado,83.1,95.0,7894.5,2024-03-11,concluído
310,172,Gesso Liso,Parede de Tijolo,"Gesso Liso - sala de estar, conforme orçamento aprovado.",metro quadrado,53.9,30.0,1617.0,2025-04-10,Concluido
311,123,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para galpão industrial, imóvel residencial.",metro quadrado,42.94,31.55,1354.76,2025-01-19,concluído
312,149,Sanca,,"Serviço de sanca solicitado para fachada comercial, imóvel residencial.",metro linear,19.3,89.3,1723.49,2024-01-31,concluído
313,101,Divisória Drywall,,"Serviço de divisória drywall solicitado para galpão industrial, imóvel industrial.",metro quadrado,5.74,111.18,638.17,2025-11-24,concluído
314,191,Forro Drywall,,Execução de forro drywall em cozinha.,metro quadrado,57.53,,,2025-09-30,Concluido
315,194,Divisória Drywall,,"Serviço de divisória drywall solicitado para escritório, imóvel industrial.",m2,60.24,130.0,7831.2,2025-10-13,concluído
316,28,Forro Drywall,,"Forro Drywall - quarto principal, conforme orçamento aprovado.",metro quadrado,54.99,95.0,5224.05,2025-06-04,CONCLUÍDO
317,199,Divisória Drywall,,"Divisória Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,64.86,130.0,8431.8,2025-05-25,concluído
318,298,Forro Drywall,,"Serviço de forro drywall solicitado para escritório, imóvel residencial.",metro quadrado,36.48,95.0,3465.6,2024-02-07,concluído
319,81,Forro Drywall,,"Serviço de forro drywall solicitado para escritório, imóvel residencial.",metro quadrado,79.78,95.0,7579.1,2024-05-17,concluído
320,231,Forro Drywall,,Execução de forro drywall em quarto principal.,metro quadrado,41.87,88.28,3696.28,2025-01-26,concluído
321,280,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para galpão industrial, imóvel residencial.",metro quadrado,56.14,,,2024-04-10,concluído
322,141,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para sala de estar, imóvel industrial.",metro linear,10.05,12.0,120.6,2026-05-25,concluído
323,207,Moldura de Gesso,10cm,"Moldura de Gesso - recepção da loja, conforme orçamento aprovado.",metro linear,38.0,12.79,486.02,2025-10-31,concluído
